,id,country_id,season,stage,date,hometeam_id,awayteam_id,home_goal,away_goal
944,3081,1729,2011/2012,29,2012-03-21 00:00:00+00:00,8668,9825,0,1
945,3082,1729,2011/2012,29,2012-03-17 00:00:00+00:00,9879,10003,0,3
946,3083,1729,2011/2012,29,2012-03-21 00:00:00+00:00,8456,8455,2,1
947,3084,1729,2011/2012,29,2012-03-18 00:00:00+00:00,10261,9850,1,0
948,3085,1729,2011/2012,29,2012-03-21 00:00:00+00:00,10172,8650,3,2
949,3086,1729,2011/2012,29,2012-03-21 00:00:00+00:00,8586,10194,1,1
950,3087,1729,2011/2012,29,2012-03-17 00:00:00+00:00,8528,8659,1,1
951,3088,1729,2011/2012,29,2012-03-18 00:00:00+00:00,8602,10260,0,5
952,3089,1729,2011/2012,3,2011-08-27 00:00:00+00:00,10252,8602,0,0
953,3090,1729,2011/2012,3,2011-08-27 00:00:00+00:00,8655,8668,0,1
954,3091,1729,2011/2012,3,2011-08-27 00:00:00+00:00,8455,9850,3,1
955,3092,1729,2011/2012,3,2011-08-27 00:00:00+00:00,8650,8559,3,1
956,3093,1729,2011/2012,3,2011-08-28 00:00:00+00:00,10260,9825,8,2
957,3094,1729,2011/2012,3,2011-08-28 00:00:00+00:00,10261,9879,2,1
958,3095,1729,2011/2012,3,2011-08-27 00:00:00+00:00,10003,8472,0,0
959,3096,1729,2011/2012,3,2011-08-28 00:00:00+00:00,8586,8456,1,5
960,3097,1729,2011/2012,3,2011-08-28 00:00:00+00:00,8659,10194,0,1
961,3098,1729,2011/2012,3,2011-08-27 00:00:00+00:00,8528,10172,2,0
962,3099,1729,2011/2012,30,2012-03-24 00:00:00+00:00,9825,10252,3,0
963,3100,1729,2011/2012,30,2012-03-24 00:00:00+00:00,8559,8655,2,1
964,3101,1729,2011/2012,30,2012-03-24 00:00:00+00:00,8455,8586,0,0
965,3102,1729,2011/2012,30,2012-03-24 00:00:00+00:00,8650,8528,1,2
966,3103,1729,2011/2012,30,2012-03-26 00:00:00+00:00,10260,9879,1,0
967,3104,1729,2011/2012,30,2012-03-24 00:00:00+00:00,9850,8602,2,1
968,3105,1729,2011/2012,30,2012-03-24 00:00:00+00:00,10194,8456,1,1
969,3106,1729,2011/2012,30,2012-03-24 00:00:00+00:00,8472,10172,3,1
970,3107,1729,2011/2012,30,2012-03-24 00:00:00+00:00,10003,8668,0,2
971,3108,1729,2011/2012,30,2012-03-25 00:00:00+00:00,8659,10261,1,3
972,3109,1729,2011/2012,31,2012-03-31 00:00:00+00:00,10252,8455,2,4
973,3110,1729,2011/2012,31,2012-04-02 00:00:00+00:00,8655,10260,0,2
974,3111,1729,2011/2012,31,2012-03-31 00:00:00+00:00,8668,8659,2,0
975,3112,1729,2011/2012,31,2012-03-31 00:00:00+00:00,9879,9850,2,1
976,3113,1729,2011/2012,31,2012-03-31 00:00:00+00:00,8456,8472,3,3
977,3114,1729,2011/2012,31,2012-04-01 00:00:00+00:00,10261,8650,2,0
978,3115,1729,2011/2012,31,2012-03-31 00:00:00+00:00,10172,9825,2,1
979,3116,1729,2011/2012,31,2012-04-01 00:00:00+00:00,8586,10003,3,1
980,3117,1729,2011/2012,31,2012-03-31 00:00:00+00:00,8528,10194,2,0
981,3118,1729,2011/2012,31,2012-03-31 00:00:00+00:00,8602,8559,2,3
982,3119,1729,2011/2012,32,2012-04-08 00:00:00+00:00,9825,8456,1,0
983,3120,1729,2011/2012,32,2012-04-07 00:00:00+00:00,8559,9879,0,3
984,3121,1729,2011/2012,32,2012-04-07 00:00:00+00:00,8455,8528,2,1
985,3122,1729,2011/2012,32,2012-04-07 00:00:00+00:00,8650,10252,1,1
986,3123,1729,2011/2012,32,2012-04-08 00:00:00+00:00,10260,10172,2,0
987,3124,1729,2011/2012,32,2012-04-07 00:00:00+00:00,9850,8668,2,2
988,3125,1729,2011/2012,32,2012-04-07 00:00:00+00:00,10194,8602,2,1
989,3126,1729,2011/2012,32,2012-04-07 00:00:00+00:00,8472,8586,0,0
990,3127,1729,2011/2012,32,2012-04-06 00:00:00+00:00,10003,10261,0,2
991,3128,1729,2011/2012,32,2012-04-07 00:00:00+00:00,8659,8655,3,0
992,3129,1729,2011/2012,33,2012-04-09 00:00:00+00:00,10252,10194,1,1
993,3130,1729,2011/2012,33,2012-04-10 00:00:00+00:00,8655,8650,2,3
994,3131,1729,2011/2012,33,2012-04-09 00:00:00+00:00,8668,8472,4,0
995,3132,1729,2011/2012,33,2012-04-09 00:00:00+00:00,9879,8455,1,1
996,3133,1729,2011/2012,33,2012-04-11 00:00:00+00:00,8456,8659,4,0
997,3134,1729,2011/2012,33,2012-04-09 00:00:00+00:00,10261,8559,2,0
998,3135,1729,2011/2012,33,2012-04-11 00:00:00+00:00,10172,10003,3,0
999,3136,1729,2011/2012,33,2012-04-09 00:00:00+00:00,8586,9850,1,2
1000,3137,1729,2011/2012,33,2012-04-11 00:00:00+00:00,8528,10260,1,0
1001,3138,1729,2011/2012,33,2012-04-11 00:00:00+00:00,8602,9825,0,3
1002,3139,1729,2011/2012,34,2012-04-16 00:00:00+00:00,9825,8528,1,2
1003,3140,1729,2011/2012,34,2012-05-02 00:00:00+00:00,8559,8586,1,4
1004,3141,1729,2011/2012,34,2012-05-02 00:00:00+00:00,8455,10261,0,2
1005,3142,1729,2011/2012,34,2012-05-01 00:00:00+00:00,8650,9879,0,1
1006,3143,1729,2011/2012,34,2012-04-15 00:00:00+00:00,10260,10252,4,0
1007,3144,1729,2011/2012,34,2012-04-14 00:00:00+00:00,9850,8456,1,6
1008,3145,1729,2011/2012,34,2012-05-01 00:00:00+00:00,10194,8668,1,1
1009,3146,1729,2011/2012,34,2012-04-14 00:00:00+00:00,8472,8602,0,0
1010,3147,1729,2011/2012,34,2012-04-14 00:00:00+00:00,10003,8655,3,0
1011,3148,1729,2011/2012,34,2012-04-14 00:00:00+00:00,8659,10172,1,0
1012,3149,1729,2011/2012,35,2012-04-21 00:00:00+00:00,9825,8455,0,0
1013,3150,1729,2011/2012,35,2012-04-21 00:00:00+00:00,10252,8472,0,0
1014,3151,1729,2011/2012,35,2012-04-21 00:00:00+00:00,8655,9850,2,0
1015,3152,1729,2011/2012,35,2012-04-21 00:00:00+00:00,8559,10003,1,1
1016,3153,1729,2011/2012,35,2012-04-21 00:00:00+00:00,9879,8528,2,1
1017,3154,1729,2011/2012,35,2012-04-22 00:00:00+00:00,8650,8659,0,1
1018,3155,1729,2011/2012,35,2012-04-22 00:00:00+00:00,10260,8668,4,4
1019,3156,1729,2011/2012,35,2012-04-21 00:00:00+00:00,10261,10194,3,0
1020,3157,1729,2011/2012,35,2012-04-21 00:00:00+00:00,10172,8586,1,0
1021,3158,1729,2011/2012,35,2012-04-22 00:00:00+00:00,8602,8456,0,2
1022,3159,1729,2011/2012,36,2012-04-29 00:00:00+00:00,8455,10172,6,1
1023,3160,1729,2011/2012,36,2012-04-28 00:00:00+00:00,8668,9879,4,0
1024,3161,1729,2011/2012,36,2012-04-30 00:00:00+00:00,8456,10260,1,0
1025,3162,1729,2011/2012,36,2012-04-28 00:00:00+00:00,9850,8650,0,3
1026,3163,1729,2011/2012,36,2012-04-28 00:00:00+00:00,10194,9825,1,1
1027,3164,1729,2011/2012,36,2012-04-28 00:00:00+00:00,8472,8559,2,2
1028,3165,1729,2011/2012,36,2012-04-28 00:00:00+00:00,10003,8602,4,4
1029,3166,1729,2011/2012,36,2012-04-29 00:00:00+00:00,8586,8655,2,0
1030,3167,1729,2011/2012,36,2012-04-28 00:00:00+00:00,8659,10252,0,0
1031,3168,1729,2011/2012,36,2012-04-28 00:00:00+00:00,8528,10261,4,0
1032,3169,1729,2011/2012,37,2012-05-05 00:00:00+00:00,9825,9850,3,3
1033,3170,1729,2011/2012,37,2012-05-06 00:00:00+00:00,10252,8586,1,1
1034,3171,1729,2011/2012,37,2012-05-07 00:00:00+00:00,8655,8528,0,1
1035,3172,1729,2011/2012,37,2012-05-06 00:00:00+00:00,8559,8659,2,2
1036,3173,1729,2011/2012,37,2012-05-06 00:00:00+00:00,9879,8472,2,1
1037,3174,1729,2011/2012,37,2012-05-08 00:00:00+00:00,8650,8455,4,1
1038,3175,1729,2011/2012,37,2012-05-06 00:00:00+00:00,10260,10003,2,0
1039,3176,1729,2011/2012,37,2012-05-06 00:00:00+00:00,10261,8456,0,2
1040,3177,1729,2011/2012,37,2012-05-06 00:00:00+00:00,10172,10194,1,0
1041,3178,1729,2011/2012,37,2012-05-06 00:00:00+00:00,8602,8668,0,0
1042,3179,1729,2011/2012,38,2012-05-13 00:00:00+00:00,8455,8655,2,1
1043,3180,1729,2011/2012,38,2012-05-13 00:00:00+00:00,8668,10261,3,1
1044,3181,1729,2011/2012,38,2012-05-13 00:00:00+00:00,8456,10172,3,2
1045,3182,1729,2011/2012,38,2012-05-13 00:00:00+00:00,9850,10252,2,0
1046,3183,1729,2011/2012,38,2012-05-13 00:00:00+00:00,10194,8559,2,2
1047,3184,1729,2011/2012,38,2012-05-13 00:00:00+00:00,8472,10260,0,1
1048,3185,1729,2011/2012,38,2012-05-13 00:00:00+00:00,10003,8650,1,0
1049,3186,1729,2011/2012,38,2012-05-13 00:00:00+00:00,8586,9879,2,0
1050,3187,1729,2011/2012,38,2012-05-13 00:00:00+00:00,8659,9825,2,3
1051,3188,1729,2011/2012,38,2012-05-13 00:00:00+00:00,8528,8602,3,2
1052,3189,1729,2011/2012,4,2011-09-10 00:00:00+00:00,9825,10003,1,0
1053,3190,1729,2011/2012,4,2011-09-10 00:00:00+00:00,8559,10260,0,5
1054,3191,1729,2011/2012,4,2011-09-10 00:00:00+00:00,8668,10252,2,2
1055,3192,1729,2011/2012,4,2011-09-11 00:00:00+00:00,9879,8655,1,1
1056,3193,1729,2011/2012,4,2011-09-10 00:00:00+00:00,8456,8528,3,0
1057,3194,1729,2011/2012,4,2011-09-11 00:00:00+00:00,9850,8659,0,1
1058,3195,1729,2011/2012,4,2011-09-12 00:00:00+00:00,10172,10261,0,0
1059,3196,1729,2011/2012,4,2011-09-10 00:00:00+00:00,10194,8650,1,0
1060,3197,1729,2011/2012,4,2011-09-10 00:00:00+00:00,8472,8455,1,2
1061,3198,1729,2011/2012,4,2011-09-10 00:00:00+00:00,8602,8586,0,2
1062,3199,1729,2011/2012,5,2011-09-17 00:00:00+00:00,10252,10261,1,1
1063,3200,1729,2011/2012,5,2011-09-17 00:00:00+00:00,8655,9825,4,3
1064,3201,1729,2011/2012,5,2011-09-17 00:00:00+00:00,8559,9850,1,2
1065,3202,1729,2011/2012,5,2011-09-17 00:00:00+00:00,8668,8528,3,1
1066,3203,1729,2011/2012,5,2011-09-18 00:00:00+00:00,9879,8456,2,2
1067,3204,1729,2011/2012,5,2011-09-18 00:00:00+00:00,10260,8455,3,1
1068,3205,1729,2011/2012,5,2011-09-18 00:00:00+00:00,8472,10194,4,0
1069,3206,1729,2011/2012,5,2011-09-17 00:00:00+00:00,10003,8659,3,0
1070,3207,1729,2011/2012,5,2011-09-18 00:00:00+00:00,8586,8650,4,0
1071,3208,1729,2011/2012,5,2011-09-17 00:00:00+00:00,8602,10172,0,3
1072,3209,1729,2011/2012,6,2011-09-24 00:00:00+00:00,9825,8559,3,0
1073,3210,1729,2011/2012,6,2011-09-24 00:00:00+00:00,8455,10003,4,1
1074,3211,1729,2011/2012,6,2011-09-24 00:00:00+00:00,8650,8602,2,1
1075,3212,1729,2011/2012,6,2011-09-24 00:00:00+00:00,8456,8668,2,0
1076,3213,1729,2011/2012,6,2011-09-24 00:00:00+00:00,10261,8655,3,1
1077,3214,1729,2011/2012,6,2011-09-26 00:00:00+00:00,9850,8472,2,1
1078,3215,1729,2011/2012,6,2011-09-25 00:00:00+00:00,10172,10252,1,1
1079,3216,1729,2011/2012,6,2011-09-24 00:00:00+00:00,10194,10260,1,1
1080,3217,1729,2011/2012,6,2011-09-24 00:00:00+00:00,8659,9879,0,0
1081,3218,1729,2011/2012,6,2011-09-24 00:00:00+00:00,8528,8586,1,2
1082,3219,1729,2011/2012,7,2011-10-01 00:00:00+00:00,10252,8528,2,0
1083,3220,1729,2011/2012,7,2011-10-01 00:00:00+00:00,8655,8456,0,4
1084,3221,1729,2011/2012,7,2011-10-02 00:00:00+00:00,8559,8455,1,5
1085,3222,1729,2011/2012,7,2011-10-01 00:00:00+00:00,8668,8650,0,2
1086,3223,1729,2011/2012,7,2011-10-02 00:00:00+00:00,9879,10172,6,0
1087,3224,1729,2011/2012,7,2011-10-01 00:00:00+00:00,10260,9850,2,0
1088,3225,1729,2011/2012,7,2011-10-01 00:00:00+00:00,8472,8659,2,2
1089,3226,1729,2011/2012,7,2011-10-02 00:00:00+00:00,10003,10194,2,0
1090,3227,1729,2011/2012,7,2011-10-02 00:00:00+00:00,8586,9825,2,1
1091,3228,1729,2011/2012,7,2011-10-01 00:00:00+00:00,8602,10261,1,2
1092,3229,1729,2011/2012,8,2011-10-16 00:00:00+00:00,9825,8472,2,1
1093,3230,1729,2011/2012,8,2011-10-15 00:00:00+00:00,8455,8668,3,1
1094,3231,1729,2011/2012,8,2011-10-15 00:00:00+00:00,8650,10260,1,1
1095,3232,1729,2011/2012,8,2011-10-15 00:00:00+00:00,8456,10252,4,1
1096,3233,1729,2011/2012,8,2011-10-16 00:00:00+00:00,10261,8586,2,2
1097,3234,1729,2011/2012,8,2011-10-15 00:00:00+00:00,9850,10003,3,1
1098,3235,1729,2011/2012,8,2011-10-15 00:00:00+00:00,10172,8655,1,1
1099,3236,1729,2011/2012,8,2011-10-15 00:00:00+00:00,10194,9879,2,0
1100,3237,1729,2011/2012,8,2011-10-16 00:00:00+00:00,8659,8602,2,0
1101,3238,1729,2011/2012,8,2011-10-15 00:00:00+00:00,8528,8559,1,3
1102,3239,1729,2011/2012,9,2011-10-23 00:00:00+00:00,9825,10194,3,1
1103,3240,1729,2011/2012,9,2011-10-22 00:00:00+00:00,10252,8659,1,2
1104,3241,1729,2011/2012,9,2011-10-23 00:00:00+00:00,8655,8586,1,2
1105,3242,1729,2011/2012,9,2011-10-22 00:00:00+00:00,8559,8472,0,2
1106,3243,1729,2011/2012,9,2011-10-23 00:00:00+00:00,9879,8668,1,3
1107,3244,1729,2011/2012,9,2011-10-22 00:00:00+00:00,8650,9850,1,1
1108,3245,1729,2011/2012,9,2011-10-23 00:00:00+00:00,10260,8456,1,6
1109,3246,1729,2011/2012,9,2011-10-22 00:00:00+00:00,10261,8528,1,0
1110,3247,1729,2011/2012,9,2011-10-23 00:00:00+00:00,10172,8455,1,0
1111,3248,1729,2011/2012,9,2011-10-22 00:00:00+00:00,8602,10003,2,2
1112,3249,1729,2012/2013,1,2012-08-18 00:00:00+00:00,9825,8472,0,0
1113,3250,1729,2012/2013,1,2012-08-20 00:00:00+00:00,8668,10260,1,0
1114,3251,1729,2012/2013,1,2012-08-18 00:00:00+00:00,9879,9850,5,0
1115,3252,1729,2012/2013,1,2012-08-19 00:00:00+00:00,8456,8466,3,2
1116,3253,1729,2012/2013,1,2012-08-18 00:00:00+00:00,10261,8586,2,1
1117,3254,1729,2012/2013,1,2012-08-18 00:00:00+00:00,10172,10003,0,5
1118,3255,1729,2012/2013,1,2012-08-18 00:00:00+00:00,9798,10194,1,1
1119,3256,1729,2012/2013,1,2012-08-18 00:00:00+00:00,8659,8650,3,0
1120,3257,1729,2012/2013,1,2012-08-18 00:00:00+00:00,8654,10252,1,0
1121,3258,1729,2012/2013,1,2012-08-19 00:00:00+00:00,8528,8455,0,2
1122,3259,1729,2012/2013,10,2012-11-03 00:00:00+00:00,9879,8668,2,2
1123,3260,1729,2012/2013,10,2012-11-04 00:00:00+00:00,8650,10261,1,1
1124,3261,1729,2012/2013,10,2012-11-03 00:00:00+00:00,10260,9825,2,1
1125,3262,1729,2012/2013,10,2012-11-03 00:00:00+00:00,9850,10194,1,0
1126,3263,1729,2012/2013,10,2012-11-04 00:00:00+00:00,10172,9798,1,1
1127,3264,1729,2012/2013,10,2012-11-03 00:00:00+00:00,8472,10252,0,1
1128,3265,1729,2012/2013,10,2012-11-03 00:00:00+00:00,10003,8455,1,1
1129,3266,1729,2012/2013,10,2012-11-03 00:00:00+00:00,8586,8528,0,1
1130,3267,1729,2012/2013,10,2012-11-05 00:00:00+00:00,8659,8466,2,0
1131,3268,1729,2012/2013,10,2012-11-03 00:00:00+00:00,8654,8456,0,0
1132,3269,1729,2012/2013,11,2012-11-10 00:00:00+00:00,9825,9879,3,3
1133,3270,1729,2012/2013,11,2012-11-10 00:00:00+00:00,10252,10260,2,3
1134,3271,1729,2012/2013,11,2012-11-11 00:00:00+00:00,8455,8650,1,1
1135,3272,1729,2012/2013,11,2012-11-10 00:00:00+00:00,8668,8472,2,1
1136,3273,1729,2012/2013,11,2012-11-11 00:00:00+00:00,8456,8586,2,1
1137,3274,1729,2012/2013,11,2012-11-11 00:00:00+00:00,10261,8654,0,1
1138,3275,1729,2012/2013,11,2012-11-10 00:00:00+00:00,9798,9850,0,0
1139,3276,1729,2012/2013,11,2012-11-10 00:00:00+00:00,8466,10003,1,1
1140,3277,1729,2012/2013,11,2012-11-10 00:00:00+00:00,10194,10172,1,0
1141,3278,1729,2012/2013,11,2012-11-10 00:00:00+00:00,8528,8659,1,2
1142,3279,1729,2012/2013,12,2012-11-17 00:00:00+00:00,9825,8586,5,2
1143,3280,1729,2012/2013,12,2012-11-18 00:00:00+00:00,9879,8472,1,3
1144,3281,1729,2012/2013,12,2012-11-17 00:00:00+00:00,8650,8528,3,0
1145,3282,1729,2012/2013,12,2012-11-17 00:00:00+00:00,8456,10252,5,0
1146,3283,1729,2012/2013,12,2012-11-17 00:00:00+00:00,10261,10003,1,2
1147,3284,1729,2012/2013,12,2012-11-17 00:00:00+00:00,9850,10260,1,0
1148,3285,1729,2012/2013,12,2012-11-17 00:00:00+00:00,10172,8466,1,3
1149,3286,1729,2012/2013,12,2012-11-17 00:00:00+00:00,9798,8668,2,1
1150,3287,1729,2012/2013,12,2012-11-17 00:00:00+00:00,8659,8455,2,1
1151,3288,1729,2012/2013,12,2012-11-19 00:00:00+00:00,8654,10194,1,1
1152,3289,1729,2012/2013,13,2012-11-24 00:00:00+00:00,10252,9825,0,0
1153,3290,1729,2012/2013,13,2012-11-25 00:00:00+00:00,8455,8456,0,0
1154,3291,1729,2012/2013,13,2012-11-24 00:00:00+00:00,8668,9850,1,1
1155,3292,1729,2012/2013,13,2012-11-24 00:00:00+00:00,10260,10172,3,1
1156,3293,1729,2012/2013,13,2012-11-25 00:00:00+00:00,8466,10261,2,0
1157,3294,1729,2012/2013,13,2012-11-24 00:00:00+00:00,10194,9879,1,0
1158,3295,1729,2012/2013,13,2012-11-24 00:00:00+00:00,8472,8659,2,4
1159,3296,1729,2012/2013,13,2012-11-25 00:00:00+00:00,10003,8650,0,0
1160,3297,1729,2012/2013,13,2012-11-25 00:00:00+00:00,8586,8654,3,1
1161,3298,1729,2012/2013,13,2012-11-24 00:00:00+00:00,8528,9798,3,2
1162,3299,1729,2012/2013,14,2012-11-27 00:00:00+00:00,10252,9798,1,0
1163,3300,1729,2012/2013,14,2012-11-28 00:00:00+00:00,10260,8654,1,0
1164,3301,1729,2012/2013,14,2012-11-28 00:00:00+00:00,8466,9850,1,1
1165,3302,1729,2012/2013,14,2012-11-28 00:00:00+00:00,10194,10261,2,1
1166,3303,1729,2012/2013,14,2012-11-27 00:00:00+00:00,8472,10172,0,0
1167,3304,1729,2012/2013,14,2012-11-28 00:00:00+00:00,10003,8659,3,1
1168,3305,1729,2012/2013,14,2012-11-28 00:00:00+00:00,8586,8650,2,1
1169,3306,1729,2012/2013,14,2012-11-28 00:00:00+00:00,8528,8456,0,2
1170,3307,1729,2012/2013,14,2012-11-28 00:00:00+00:00,8455,9879,0,0
1171,3308,1729,2012/2013,14,2012-11-28 00:00:00+00:00,8668,9825,1,1
1172,3309,1729,2012/2013,15,2012-12-01 00:00:00+00:00,9825,10003,0,2
1173,3310,1729,2012/2013,15,2012-12-01 00:00:00+00:00,9879,8586,0,3
1174,3311,1729,2012/2013,15,2012-12-01 00:00:00+00:00,8650,8466,1,0
1175,3312,1729,2012/2013,15,2012-12-01 00:00:00+00:00,8456,8668,1,1
1176,3313,1729,2012/2013,15,2012-12-03 00:00:00+00:00,10261,8528,3,0
1177,3314,1729,2012/2013,15,2012-12-02 00:00:00+00:00,9850,8472,2,1
1178,3315,1729,2012/2013,15,2012-12-01 00:00:00+00:00,10172,10252,1,1
1179,3316,1729,2012/2013,15,2012-12-01 00:00:00+00:00,9798,10260,3,4
1180,3317,1729,2012/2013,15,2012-12-01 00:00:00+00:00,8659,10194,0,1
1181,3318,1729,2012/2013,15,2012-12-01 00:00:00+00:00,8654,8455,3,1
1182,3319,1729,2012/2013,16,2012-12-08 00:00:00+00:00,9825,8659,2,0
1183,3320,1729,2012/2013,16,2012-12-08 00:00:00+00:00,10252,10194,0,0
1184,3321,1729,2012/2013,16,2012-12-09 00:00:00+00:00,8668,8586,2,1
1185,3322,1729,2012/2013,16,2012-12-10 00:00:00+00:00,9879,10261,2,1
1186,3323,1729,2012/2013,16,2012-12-09 00:00:00+00:00,8456,10260,2,3
1187,3324,1729,2012/2013,16,2012-12-08 00:00:00+00:00,8466,9798,1,0
1188,3325,1729,2012/2013,16,2012-12-08 00:00:00+00:00,8472,8455,1,3
1189,3326,1729,2012/2013,16,2012-12-08 00:00:00+00:00,10003,9850,3,4
1190,3327,1729,2012/2013,16,2012-12-09 00:00:00+00:00,8654,8650,2,3
1191,3328,1729,2012/2013,16,2012-12-08 00:00:00+00:00,8528,10172,2,2
1192,3329,1729,2012/2013,17,2013-01-16 00:00:00+00:00,8455,8466,2,2
1193,3330,1729,2012/2013,17,2012-12-15 00:00:00+00:00,8650,10252,1,3
1194,3331,1729,2012/2013,17,2012-12-15 00:00:00+00:00,10260,8472,3,1
1195,3332,1729,2012/2013,17,2012-12-15 00:00:00+00:00,10261,8456,1,3
1196,3333,1729,2012/2013,17,2012-12-15 00:00:00+00:00,9850,8528,2,1
1197,3334,1729,2012/2013,17,2012-12-15 00:00:00+00:00,10172,9879,2,1
1198,3335,1729,2012/2013,17,2012-12-17 00:00:00+00:00,9798,9825,2,5
1199,3336,1729,2012/2013,17,2012-12-15 00:00:00+00:00,10194,8668,1,1
1200,3337,1729,2012/2013,17,2012-12-16 00:00:00+00:00,8586,10003,1,0
1201,3338,1729,2012/2013,17,2012-12-16 00:00:00+00:00,8659,8654,0,0
1202,3339,1729,2012/2013,18,2012-12-23 00:00:00+00:00,8455,10252,8,0
1203,3340,1729,2012/2013,18,2012-12-22 00:00:00+00:00,8650,9879,4,0
1204,3341,1729,2012/2013,18,2012-12-22 00:00:00+00:00,8456,9798,1,0
1205,3342,1729,2012/2013,18,2012-12-22 00:00:00+00:00,10261,10172,1,0
1206,3343,1729,2012/2013,18,2012-12-22 00:00:00+00:00,8466,8472,0,1
1207,3344,1729,2012/2013,18,2012-12-23 00:00:00+00:00,10003,10260,1,1
1208,3345,1729,2012/2013,18,2012-12-22 00:00:00+00:00,8586,10194,0,0
1209,3346,1729,2012/2013,18,2012-12-22 00:00:00+00:00,8659,9850,2,1
1210,3347,1729,2012/2013,18,2012-12-22 00:00:00+00:00,8654,8668,1,2
1211,3348,1729,2012/2013,18,2012-12-22 00:00:00+00:00,8528,9825,0,1
1212,3349,1729,2012/2013,19,2013-01-23 00:00:00+00:00,9825,8654,5,1
1213,3350,1729,2012/2013,19,2012-12-26 00:00:00+00:00,10252,8586,0,4
1214,3351,1729,2012/2013,19,2012-12-26 00:00:00+00:00,8668,8528,2,1
1215,3352,1729,2012/2013,19,2012-12-26 00:00:00+00:00,9879,8466,1,1
1216,3353,1729,2012/2013,19,2012-12-26 00:00:00+00:00,10260,10261,4,3
1217,3354,1729,2012/2013,19,2012-12-26 00:00:00+00:00,9850,8455,0,1
1218,3355,1729,2012/2013,19,2012-12-26 00:00:00+00:00,10172,8659,1,2
1219,3356,1729,2012/2013,19,2012-12-26 00:00:00+00:00,9798,10003,0,0
1220,3357,1729,2012/2013,19,2012-12-26 00:00:00+00:00,10194,8650,3,1
1221,3358,1729,2012/2013,19,2012-12-26 00:00:00+00:00,8472,8456,1,0
1222,3359,1729,2012/2013,2,2012-08-25 00:00:00+00:00,10252,8668,1,3
1223,3360,1729,2012/2013,2,2012-08-25 00:00:00+00:00,8455,10261,2,0
1224,3361,1729,2012/2013,2,2012-08-26 00:00:00+00:00,8650,8456,2,2
1225,3362,1729,2012/2013,2,2012-08-25 00:00:00+00:00,10260,9879,3,2
1226,3363,1729,2012/2013,2,2012-08-25 00:00:00+00:00,9850,10172,1,1
1227,3364,1729,2012/2013,2,2012-08-25 00:00:00+00:00,8466,8528,0,2
1228,3365,1729,2012/2013,2,2012-08-26 00:00:00+00:00,10194,9825,0,0
1229,3366,1729,2012/2013,2,2012-12-11 00:00:00+00:00,8472,9798,3,0
1230,3367,1729,2012/2013,2,2012-08-25 00:00:00+00:00,10003,8654,3,0
1231,3368,1729,2012/2013,2,2012-08-25 00:00:00+00:00,8586,8659,1,1
1232,3369,1729,2012/2013,20,2012-12-29 00:00:00+00:00,9825,10261,7,3
1233,3370,1729,2012/2013,20,2012-12-29 00:00:00+00:00,10252,8528,0,3
1234,3371,1729,2012/2013,20,2012-12-30 00:00:00+00:00,8668,8455,1,2
1235,3372,1729,2012/2013,20,2012-12-29 00:00:00+00:00,9879,10003,1,2
1236,3373,1729,2012/2013,20,2012-12-29 00:00:00+00:00,10260,8659,2,0
1237,3374,1729,2012/2013,20,2012-12-29 00:00:00+00:00,9850,8456,3,4
1238,3375,1729,2012/2013,20,2012-12-30 00:00:00+00:00,10172,8650,0,3
1239,3376,1729,2012/2013,20,2012-12-29 00:00:00+00:00,9798,8654,1,0
1240,3377,1729,2012/2013,20,2012-12-29 00:00:00+00:00,10194,8466,3,3
1241,3378,1729,2012/2013,20,2012-12-29 00:00:00+00:00,8472,8586,1,2
1242,3379,1729,2012/2013,21,2013-01-02 00:00:00+00:00,8455,10172,0,1
1243,3380,1729,2012/2013,21,2013-01-02 00:00:00+00:00,8650,8472,3,0
1244,3381,1729,2012/2013,21,2013-01-01 00:00:00+00:00,8456,10194,3,0
1245,3382,1729,2012/2013,21,2013-01-02 00:00:00+00:00,10261,8668,1,2
1246,3383,1729,2012/2013,21,2013-01-01 00:00:00+00:00,8466,9825,1,1
1247,3384,1729,2012/2013,21,2013-01-01 00:00:00+00:00,10003,10252,2,2
1248,3385,1729,2012/2013,21,2013-01-01 00:00:00+00:00,8586,9798,3,1
1249,3386,1729,2012/2013,21,2013-01-01 00:00:00+00:00,8659,9879,1,2
1250,3387,1729,2012/2013,21,2013-01-01 00:00:00+00:00,8654,9850,2,1
1251,3388,1729,2012/2013,21,2013-01-01 00:00:00+00:00,8528,10260,0,4
1252,3389,1729,2012/2013,22,2013-01-13 00:00:00+00:00,9825,8456,0,2
1253,3390,1729,2012/2013,22,2013-01-12 00:00:00+00:00,10252,8466,0,1
1254,3391,1729,2012/2013,22,2013-01-12 00:00:00+00:00,8668,10003,0,0
1255,3392,1729,2012/2013,22,2013-01-12 00:00:00+00:00,9879,8528,1,1
1256,3393,1729,2012/2013,22,2013-01-13 00:00:00+00:00,10260,8650,2,1
1257,3394,1729,2012/2013,22,2013-01-12 00:00:00+00:00,9850,10261,0,0
1258,3395,1729,2012/2013,22,2013-01-12 00:00:00+00:00,10172,8586,0,0
1259,3396,1729,2012/2013,22,2013-01-12 00:00:00+00:00,9798,8659,3,2
1260,3397,1729,2012/2013,22,2013-01-12 00:00:00+00:00,10194,8455,0,4
1261,3398,1729,2012/2013,22,2013-01-12 00:00:00+00:00,8472,8654,3,0
